INDEX,NAME,CLASS,INFO,MODEL,RENDER_TYPE,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,ELEMENT_INDEX,STAR_LEVEL,SCALE,UI_SCALE,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,BASE_HP,PHYSICAL_DEFENCE,MAGIC_DEFENCE,HIT,DODGE,ATTACKSPEED,CRITICAL_STRIKE,CHARM_DEF,FEAR_DEF,FREEZE_DEF,STUN_DEF,BEATBACK_DEF,KNOCKDOWN_DEF,HIT_RATE,MITIGATIONG,DROP_HP_MAX_NUM,DROP_HP,DROP_MP_MAX_NUM,DROP_MP,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,EFFECT,GREEN_REDUCTION,RED_REDUCTION,BLUE_REDUCTION,SHADOW_REDUCTION,GOLD_REDUCTION,DEFENCE_CRITICAL_STRIKE,CRITICAL_STRIKE_DAMAGE,CRITICAL_DAMAGE_DERATE,AUTO_HP,AUTO_MP,ATTACK_STATE_1,ATTACK_STATE_2,ATTACK_STATE_3,AFFECT_BUFFER_1,AFFECT_BUFFER_2,AFFECT_BUFFER_3,BELOW_HP_RATE,HP_SKILL,SKILL,PET_CD_1,PET_CD_2,PET_CD_3,PET_CD_4,FULING_ID
74582,柘木浣熊,MONSTER,2星火,11010,0,AvatarAtlas,icon_civet_2_huo,0,2,0.8,0.8,6.3,15,0.05,0.95,400007,311520,1185949,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30010
74583,撒烬鸟,MONSTER,2星火,11014,0,AvatarAtlas,icon_mechbird_2_huo,0,2,1,1,5.58,15,0.05,1,400008,311521,1185954,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30014
74584,烈碳符人,MONSTER,3星火,11061,0,AvatarAtlas,icon_uncontrolmech_3_huo,0,3,0.8,0.8,6.3,13,0.05,0.9,400024,342644,1481719,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30061
74585,霞光朱雀,BOSS,5星火,11115,0,AvatarAtlas,icon_redbird_5_yang,0,5,1.4,0.7,6.3,15,0.05,1,400109,487275,9467268,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,109115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30115
74586,攀枝猿,MONSTER,3星水,11047,0,AvatarAtlas,icon_monkey_3_shui,1,3,0.9,0.9,6.3,13,0.05,1,400020,329830,428821,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30047
74587,碧波蝶,MONSTER,3星水,11049,0,AvatarAtlas,icon_butterfly_3_shui,1,3,0.8,0.8,4.680000000000001,15,0.2,1,400021,311523,1185974,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30049
74588,栖岸龟,MONSTER,1星水,11005,0,AvatarAtlas,icon_wugui_1_shui,1,1,0.9,0.9,5.58,13,0.05,1,400005,219985,1895805,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30005
74589,灵镜鸟,MONSTER,2星水,11012,0,AvatarAtlas,icon_mechbird_2_shui,1,2,1,1,5.58,15,0.05,1,400008,311524,1185984,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30012
74590,巨钳蟹将,MONSTER,4星水,11081,0,AvatarAtlas,icon_juqianxiejiang_4_shui,1,4,1.1,1.1,4.680000000000001,13,0.2,0.8,400045,241955,2369032,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30081
74591,泽月罗仙,BOSS,5星水,11100,0,AvatarAtlas,icon_hydra_5_shui,1,5,1.4,1,5.9399999999999995,15,0.05,0.7,400084,487278,9467298,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30100
74592,泽洛龟,MONSTER,2星水,11033,0,AvatarAtlas,icon_wugui_2_shui,1,2,0.9,0.9,5.04,13,0.2,1.5,400005,329833,428851,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30033
74593,波波雀,MONSTER,2星水,11036,0,AvatarAtlas,icon_maque_2_shui,1,2,0.6,0.6,5.9399999999999995,15,0.05,0.7,400013,311526,1186004,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30036
74594,溪涧熊哥,MONSTER,2星水,11039,0,AvatarAtlas,icon_panda_2_shui,1,2,0.9,1,5.9399999999999995,13,0.05,1,400016,219988,1895835,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30039
74595,碧波蝶,MONSTER,3星水,11049,0,AvatarAtlas,icon_butterfly_3_shui,1,3,0.8,0.8,4.680000000000001,15,0.2,1,400021,311527,1186014,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30049
74596,江洋大盗,MONSTER,3星水,11018,0,AvatarAtlas,icon_flower_3_shui,1,3,0.9,0.9,5.9399999999999995,13,0.05,1,400010,219989,1895845,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30018
74597,浴雨狐妖,MONSTER,3星水,11054,0,AvatarAtlas,icon_evilfox_3_shui,1,3,0.9,0.9,4.680000000000001,15,0.2,1,400023,329836,428876,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30054
74598,双面毒蛛,MONSTER,3星水,11071,0,AvatarAtlas,icon_spider_3_shui,1,3,0.9,0.9,4.680000000000001,15,0.2,1,400029,342651,1481789,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30071
74599,沸水符人,BOSS,3星水,11059,0,AvatarAtlas,icon_uncontrolmech_3_shui,1,3,1.4,0.8,5.4,13,0.2,0.8,400024,487282,9467338,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,109059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30059
74600,泽洛龟,MONSTER,2星水,11033,0,AvatarAtlas,icon_wugui_2_shui,1,2,0.9,0.9,5.04,13,0.2,1.5,400005,329837,428891,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30033
74601,怒浪虎,MONSTER,2星水,11023,0,AvatarAtlas,icon_hu_2_shui,1,2,0.9,0.9,5.9399999999999995,13,0.05,1,400011,329838,428896,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30023
74602,水机人偶,MONSTER,2星水,11015,0,AvatarAtlas,icon_jiguan_2_shui,1,2,0.7,0.7,6.3,15,0.05,0.95,400009,311530,1186049,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30015
74603,攀枝猿,MONSTER,3星水,11047,0,AvatarAtlas,icon_monkey_3_shui,1,3,0.9,0.9,6.3,13,0.05,1,400020,362792,535380,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30047
74604,碧眼冰蝶,BOSS,5星水,11093,0,AvatarAtlas,icon_butterfly_5_shui,1,5,1.4,0.9,5.9399999999999995,15,0.05,1,400071,487284,9467363,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30093
74605,波波雀,MONSTER,2星水,11036,0,AvatarAtlas,icon_maque_2_shui,1,2,0.6,0.6,5.9399999999999995,15,0.05,0.7,400013,311532,1186064,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30036
74606,栖岸龟,MONSTER,1星水,11005,0,AvatarAtlas,icon_wugui_1_shui,1,1,0.9,0.9,5.58,13,0.05,1,400005,219994,1895895,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30005
74607,灵镜鸟,MONSTER,2星水,11012,0,AvatarAtlas,icon_mechbird_2_shui,1,2,1,1,5.58,15,0.05,1,400008,311533,1186074,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30012
74608,沸水符人,MONSTER,3星水,11059,0,AvatarAtlas,icon_uncontrolmech_3_shui,1,3,0.8,0.8,5.4,13,0.2,0.8,400024,241964,2369122,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30059
74609,珠贝仙子,BOSS,5星水,11094,0,AvatarAtlas,icon_zhubeixianzi_5_shui,1,5,1.4,1.3,5.9399999999999995,15,0.05,0.7,400072,487287,9467388,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,109094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30094
74610,阳炎熊哥,MONSTER,2星阳,11042,0,AvatarAtlas,icon_panda_2_yang,3,2,0.9,1,6.3,13,0.05,1,400016,311534,1186089,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30042
74611,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,15,0.05,1,400028,311535,1186094,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
74612,双尾圣灵,MONSTER,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.1,1.1,5.58,13,0.05,1,400027,329843,428951,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
74613,迷踪影狐,MONSTER,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,0.9,0.9,5.4,15,0.2,0.8,400023,329844,428956,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
74614,点赞圣手,MONSTER,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,0.9,0.9,4.680000000000001,13,0.2,1,400017,241967,2369152,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
74615,雷震童子,BOSS,5星阳,11104,0,AvatarAtlas,icon_lightningmaster_5_yang,3,5,1.4,0.9,6.3,15,0.05,1.6,400090,487290,9467418,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30104
74616,豁牙小妖,MONSTER,1星阳,11003,0,AvatarAtlas,icon_runeimp_1_yang,3,1,0.6,0.6,5.9399999999999995,13,0.05,0.8,400003,219999,1895945,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30003
74617,清水灵狐,MONSTER,2星阳,11006,0,AvatarAtlas,icon_fox_2_yang,3,2,0.9,0.9,5.58,15,0.2,1,400006,311538,1186124,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
74618,福运童子,MONSTER,3星阳,11052,0,AvatarAtlas,icon_zombie_2_yang,3,2,0.9,0.9,6.3,13,0.05,1,400022,220000,1895955,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30052
74619,迷踪影狐,BOSS,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,1.4,0.9,5.4,15,0.2,0.8,400023,487292,9467438,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
74620,双尾圣灵,MONSTER,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.1,1.1,5.58,13,0.05,1,400027,329847,428991,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
74621,清水灵狐,MONSTER,2星阳,11006,0,AvatarAtlas,icon_fox_2_yang,3,2,0.9,0.9,5.58,15,0.2,1,400006,311540,1186144,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
74622,阳炎熊哥,MONSTER,2星阳,11042,0,AvatarAtlas,icon_panda_2_yang,3,2,0.9,1,6.3,13,0.05,1,400016,311540,1186149,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30042
74623,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,15,0.05,1,400028,311541,1186154,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
74624,迷踪影狐,MONSTER,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,0.9,0.9,5.4,15,0.2,0.8,400023,362802,535485,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
74625,点赞圣手,BOSS,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,1.4,0.9,4.680000000000001,13,0.2,1,400017,487295,9467468,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
74626,点赞圣手,MONSTER,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,0.9,0.9,4.680000000000001,13,0.2,1,400017,220004,1895995,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
74627,豁牙小妖,MONSTER,1星阳,11003,0,AvatarAtlas,icon_runeimp_1_yang,3,1,0.6,0.6,5.9399999999999995,13,0.05,0.8,400003,220005,1896000,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30003
74628,冲天虎,MONSTER,2星阳,11024,0,AvatarAtlas,icon_hu_2_yang,3,2,0.9,0.9,5.58,13,0.05,1,400011,220005,1896005,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30024
74629,大王蛇女,MONSTER,3星阳,11062,0,AvatarAtlas,icon_evilsnake_3_yang,3,3,0.8,0.8,5.4,15,0.2,0.8,400025,329852,429036,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30062
74630,耀目符妖,MONSTER,2星阳,11031,0,AvatarAtlas,icon_runeimp_2_yang,3,2,0.6,0.6,5.4,13,0.2,1.2,400003,220006,1896015,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30031
74631,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,15,0.05,1,400028,311545,1186194,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
74632,双尾圣灵,MONSTER,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.1,1.1,5.58,13,0.05,1,400027,362806,535525,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
74633,猫天师,BOSS,5星阳,11105,0,AvatarAtlas,icon_catimp_5_huo,3,5,1.4,0.9,6.3,15,0.05,1.6,400091,487299,9467508,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,109105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30105
74634,僵尸娃娃,MONSTER,3星阴,11053,0,AvatarAtlas,icon_zombie_2_yin,4,2,0.9,0.9,5.4,13,0.2,0.8,400022,220008,1896035,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30053
74635,攀树灵狐,MONSTER,2星阴,11007,0,AvatarAtlas,icon_fox_2_yin,4,2,0.9,0.9,5.58,15,0.05,1,400006,329855,429066,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007
74636,幽火熊哥,MONSTER,2星阴,11043,0,AvatarAtlas,icon_panda_2_yin,4,2,0.9,1,5.4,13,0.2,0.8,400016,220009,1896045,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30043
74637,腹黑蛇女,MONSTER,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,0.8,0.8,4.680000000000001,15,0.2,1,400025,311548,1186224,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
74638,冥界战将,MONSTER,4星阴,11083,0,AvatarAtlas,icon_mingjiezhanjiang_4_yin,4,4,0.9,0.9,6.3,13,0.05,0.9,400049,362809,535555,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30083
74639,追命魔女,BOSS,3星阴,11070,0,AvatarAtlas,icon_fairy_3_yin,4,3,1.4,0.9,6.3,15,0.05,0.95,400028,487302,9467538,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,109070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30070
74640,破土符妖,MONSTER,2星阴,11032,0,AvatarAtlas,icon_runeimp_2_yin,4,2,0.6,0.6,5.9399999999999995,13,0.05,0.7,400003,220011,1896065,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30032
74641,鬼探喵,MONSTER,2星阴,11027,0,AvatarAtlas,icon_catimp_2_yin,4,2,0.8,0.8,5.4,15,0.2,1.2,400012,220012,1896070,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30027
74642,双尾幽鬼,MONSTER,3星阴,11068,0,AvatarAtlas,icon_shuangweiyouhun_3_yin,4,3,1.1,1.1,6.3,13,0.05,0.95,400027,220012,1896075,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068
74643,松子鼠,MONSTER,1星阴,11004,0,AvatarAtlas,icon_fox_1_yin,4,1,0.9,0.9,5.9399999999999995,15,0.05,1,400004,329859,429106,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30004
74644,古墓暗灵,MONSTER,4星阴,11074,0,AvatarAtlas,icon_anjingling_4_yin,4,4,1,1,4.680000000000001,15,0.2,0.8,400030,241982,2369302,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30074
74645,魔化武士,BOSS,4星阴,11084,0,AvatarAtlas,icon_mohuawushi_4_shui,4,4,1.4,1.1,6.3,13,0.05,0.95,400050,487305,9467568,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30084
74646,幽火熊哥,MONSTER,2星阴,11043,0,AvatarAtlas,icon_panda_2_yin,4,2,0.9,1,5.4,13,0.2,0.8,400016,220014,1896095,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30043
74647,腹黑蛇女,MONSTER,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,0.8,0.8,4.680000000000001,15,0.2,1,400025,311553,1186274,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
74648,幽冥虎,MONSTER,2星阴,11025,0,AvatarAtlas,icon_hu_2_yin,4,2,0.9,0.9,6.3,13,0.05,1,400011,311553,1186279,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30025
74649,攀树灵狐,MONSTER,2星阴,11007,0,AvatarAtlas,icon_fox_2_yin,4,2,0.9,0.9,5.58,15,0.05,1,400006,329862,429136,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007
74650,双尾幽鬼,MONSTER,3星阴,11068,0,AvatarAtlas,icon_shuangweiyouhun_3_yin,4,3,1.1,1.1,6.3,13,0.05,0.95,400027,241985,2369332,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068
74651,腹黑蛇女,BOSS,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,1.4,0.8,4.680000000000001,15,0.2,1,400025,487308,9467598,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,109063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
74652,破土符妖,MONSTER,2星阴,11032,0,AvatarAtlas,icon_runeimp_2_yin,4,2,0.6,0.6,5.9399999999999995,13,0.05,0.7,400003,220017,1896125,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30032
74653,鬼探喵,MONSTER,2星阴,11027,0,AvatarAtlas,icon_catimp_2_yin,4,2,0.8,0.8,5.4,15,0.2,1.2,400012,220018,1896130,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30027
74654,僵尸娃娃,MONSTER,3星阴,11053,0,AvatarAtlas,icon_zombie_2_yin,4,2,0.9,0.9,5.4,13,0.2,0.8,400022,220018,1896135,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30053
74655,松子鼠,MONSTER,1星阴,11004,0,AvatarAtlas,icon_fox_1_yin,4,1,0.9,0.9,5.9399999999999995,15,0.05,1,400004,329865,429166,0,0,12460,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30004
